id,nome,sexo,data_nascimento,uf,email,telefone,faixa_renda,tipo_carro,forma_pagamento
915,Arthur,M,15/02/1991,PI,mpinto@example.com,+55 (079) 97679-9973,33574.83,Minivan,Cartão de Débito
916,Ana Carolina,F,26/05/1978,RR,tpereira@example.net,+55 (016) 96821 4578,8000.04,Minivan,Transferência Bancária
917,João Guilherme,M,25/01/1957,MT,bsampaio@example.com,+55 (20) 9 8940 9898,26884.9,SUV,Boleto Bancário
918,Davi,M,21/02/1945,CE,almeidaagatha@example.org,+55 (79) 9 5220-6569,48112.91,Compacto,Boleto Bancário
919,Lara,F,15/12/1986,PI,lpastor@example.com,+55 82 9 0344 0286,49252.91,Compacto,Leasing
920,Murilo,M,06/10/1984,PI,ypinto@example.org,+55 17 99462-8745,26535.4,Crossover,Financiamento
921,Caroline,F,14/11/1958,MT,enzoda-cunha@example.com,+55 (09) 9 2837 8948,13314.33,SUV,Boleto Bancário
922,Sophie,F,09/07/1982,MT,salesbento@example.com,+55 (26) 95967 6465,10584.9,Off-road,Leasing
923,Alice,F,05/04/2001,AC,camaraluiza@example.net,+55 57 9 3971-9188,17173.54,Coupé,Leasing
924,Sarah,F,29/08/2005,AP,britocarolina@example.net,+55 98 90121-1772,7975.49,Off-road,Financiamento
925,Joana,F,06/12/1955,AL,marquesemanuel@example.com,+55 77 90904 4200,7425.96,Hatch,Boleto Bancário
926,Ana Vitória,F,17/04/1969,AM,oliviacavalcante@example.org,+55 (19) 90635 2779,27789.71,Conversível,Boleto Bancário
927,Thiago,M,02/03/1979,MS,mariah93@example.org,+55 26 96543 4041,32804.54,Médio,Financiamento
928,Maya,F,11/08/1972,TO,maria-lizteixeira@example.net,+55 (94) 9 7829 5325,9089.63,Sedan,Cartão de Débito
929,Vinicius,M,16/05/1994,BA,luiz-fernandonovaes@example.org,+55 82 98939 7600,19895.73,Sedan,Pix
930,Gustavo Henrique,M,04/05/2000,MT,camilada-rocha@example.com,+55 47 9 1710 8251,52634.25,Utilitário,Transferência Bancária
931,João Vitor,M,09/04/1999,AC,fmoura@example.net,+55 (67) 9 2128 3725,18278.94,SUV,Financiamento
932,Larissa,F,16/09/2005,RO,muriloaparecida@example.org,+55 (02) 9 6143 5863,6376.32,Sedan,Financiamento
933,Yuri,M,24/05/1997,TO,larapacheco@example.net,+55 (82) 9 2217 8771,54350.81,Esportivo,Carteira Digital
934,João Felipe,M,07/02/2001,ES,das-nevesjosue@example.org,+55 71 9 6076-8737,27599.4,Sedan,Dinheiro
935,Theo,M,03/08/2004,CE,vpinto@example.net,+55 (27) 95120 4025,39038.63,Compacto,Financiamento
936,Cecília,F,16/06/1956,SE,cavalcantetheo@example.net,+55 61 9 4528-4286,6395.86,Hatch,Transferência Bancária
937,Eloá,F,08/03/1952,AC,apollo47@example.org,+55 (011) 92825-0191,27680.73,SUV,Cartão de Débito
938,Francisco,M,08/08/2000,RR,carolineazevedo@example.com,+55 (00) 95721 5286,31679.95,Médio,Pix
939,Daniel,M,26/12/1973,GO,apollo26@example.net,+55 (057) 96546-2049,46507.63,Esportivo,Pix
940,João Miguel,M,14/02/1957,CE,samuel19@example.org,+55 (84) 98290 5771,20424.13,Utilitário,Cartão de Débito
941,Carolina,F,19/09/1979,RO,jcaldeira@example.com,+55 (20) 92863-4851,12930.39,Médio,Boleto Bancário
942,Olívia,F,05/08/1957,MA,isis97@example.com,+55 27 9 9445-8278,36867.71,Coupé,Transferência Bancária
943,Hellena,F,03/05/1990,PR,machadoerick@example.net,+55 41 9 8881-3937,17418.85,Utilitário,Boleto Bancário
944,Guilherme,M,28/12/1977,PA,fpereira@example.org,+55 (46) 94897 0490,10014.09,Híbrido,Cartão de Crédito
945,Benício,M,07/07/2002,AL,milenanogueira@example.com,+55 (43) 96397-2064,37186.51,Médio,Boleto Bancário
946,Ana Beatriz,F,07/06/1970,RJ,alvesthales@example.net,+55 (24) 99326-1678,10787.27,SUV,Cartão de Crédito
947,Theo,M,05/07/1947,PA,joanaguerra@example.org,+55 28 9 6939-0435,20618.72,Elétrico,Pix
948,Nicolas,M,31/08/1952,MT,heloisa98@example.net,+55 21 9 9962 3580,51351.38,Híbrido,Cartão de Débito
949,Oliver,M,11/01/1972,RN,esterduarte@example.org,+55 (068) 95368 7149,53704.07,Médio,Carteira Digital
950,Léo,M,12/12/1990,ES,hda-luz@example.org,+55 37 9 0499-5780,45371.37,Crossover,Boleto Bancário
951,Kamilly,F,04/12/1944,AC,heloisaaragao@example.org,+55 07 9 9453 8626,53160.57,Coupé,Leasing
952,Hellena,F,04/07/1996,GO,antoniocardoso@example.com,+55 (95) 9 7085 7434,57594.24,Compacto,Financiamento
953,Clarice,F,24/10/1981,RN,qcavalcante@example.net,+55 (17) 97729 4609,32519.61,Off-road,Financiamento
954,Guilherme,M,08/05/1996,MA,mariapastor@example.org,+55 94 93278 1068,12893.06,Crossover,Cartão de Crédito
955,Pedro Henrique,M,17/07/2000,BA,manuelacavalcante@example.net,+55 (77) 9 5571-0455,7861.88,SUV,Financiamento
956,Benjamim,M,28/01/1963,BA,maria-helena69@example.net,+55 31 9 9863-7781,22023.49,Médio,Dinheiro
957,Maria Isis,F,28/01/1946,SE,giovannavieira@example.org,+55 56 9 8145-9804,41688.0,Conversível,Leasing
958,Bento,M,01/02/1955,AM,cardosomaria-liz@example.net,+55 45 9 7490 5787,49188.22,Sedan,Leasing
959,Giovanna,F,19/12/1959,MT,teixeiraesther@example.net,+55 (71) 9 0066-6783,36592.45,Luxo,Cartão de Débito
960,Elisa,F,17/04/1970,AP,da-luztheo@example.com,+55 (80) 9 3705-9791,11488.91,Sedan,Boleto Bancário
961,Henrique,M,21/05/1983,AP,miguelnogueira@example.org,+55 (066) 99870-7851,38716.47,Esportivo,Boleto Bancário
962,Giovanna,F,28/01/1965,SC,luana20@example.net,+55 78 9 6602-5441,39794.91,Híbrido,Financiamento
963,Ana Clara,F,04/02/1996,MA,joao-vitornogueira@example.org,+55 (02) 9 2406 3674,36390.75,SUV,Pix
964,Theodoro,M,28/12/2000,CE,enzo-gabriel36@example.com,+55 (42) 9 2030-2186,25966.01,Crossover,Carteira Digital
965,Antony,M,28/01/1960,AC,camarajoaquim@example.net,+55 (058) 96952-8076,48556.32,Elétrico,Cartão de Crédito
966,Ana,F,01/11/1982,RR,eda-mata@example.org,+55 55 97588 7091,51584.0,Crossover,Cartão de Débito
967,Luiz Miguel,M,25/08/1978,RR,benjamim30@example.net,+55 75 99411-3408,37535.35,Esportivo,Transferência Bancária
968,Pedro Miguel,M,08/05/2006,TO,murilofarias@example.net,+55 (078) 95034-8599,36663.68,Sedan,Cartão de Crédito
969,Erick,M,31/05/1945,RN,fda-cruz@example.net,+55 61 93449-3074,45925.1,Off-road,Cartão de Débito
970,Alícia,F,27/03/1969,RS,larissa37@example.net,+55 55 94641-4846,39252.33,Sedan,Leasing
971,Ísis,F,31/01/1963,AM,daniloabreu@example.net,+55 (086) 96345 3866,13313.49,Crossover,Leasing
972,Agatha,F,23/04/1953,PB,franciscodas-neves@example.org,+55 (98) 9 0882-5478,25125.11,Conversível,Carteira Digital
973,Oliver,M,13/07/1949,RR,dda-mota@example.org,+55 (18) 9 5681-3618,51923.99,Picape,Financiamento
974,Ana Beatriz,F,06/01/1945,RR,ana-julia27@example.com,+55 (18) 9 6405-0408,53093.01,Conversível,Boleto Bancário
975,Henry,M,28/02/1946,MG,pedro-lucas13@example.com,+55 (31) 9 8508 9813,12296.98,Conversível,Boleto Bancário
976,Josué,M,18/02/1983,RN,sofia48@example.com,+55 73 9 4960-7083,41703.38,Compacto,Transferência Bancária
977,Bianca,F,15/08/1967,SC,mourathales@example.com,+55 (064) 99884 2729,7666.26,Utilitário,Leasing
978,Mariane,F,16/05/1963,MA,wpereira@example.net,+55 (069) 91831-3136,55341.47,Esportivo,Pix
979,João,M,05/05/2001,PR,kmelo@example.com,+55 (11) 9 4996 9753,25051.85,Minivan,Pix
980,Diogo,M,14/11/1970,MA,teixeiraana@example.org,+55 (33) 96863-3336,52445.27,Sedan,Cartão de Débito
981,Elisa,F,16/06/1963,BA,marcos-viniciusfernandes@example.net,+55 (65) 99816 3995,26620.6,Esportivo,Dinheiro
982,Thiago,M,19/04/1975,MT,borgesjose@example.org,+55 53 9 7990 4122,59142.1,Médio,Financiamento
983,Diego,M,04/03/2003,DF,giovanna29@example.org,+55 (86) 9 7299 9087,16982.77,Van,Cartão de Crédito
984,Sara,F,23/02/1981,MG,lucca50@example.com,+55 (55) 96548 4374,36229.32,Crossover,Leasing
985,Luiza,F,20/11/1989,AP,mendoncaanna-liz@example.net,+55 74 9 4236-2583,23079.48,Utilitário,Transferência Bancária
986,Maria Helena,F,06/03/1991,AM,fonsecayuri@example.net,+55 (62) 90999-4604,19408.53,SUV,Carteira Digital
987,Anthony Gabriel,M,16/06/1981,GO,maria-juliaaragao@example.net,+55 33 9 9485-9239,45245.44,Conversível,Dinheiro
988,Elisa,F,13/12/1982,AC,ana-vitoria35@example.org,+55 31 97422-1001,32094.56,Van,Carteira Digital
989,João Gabriel,M,09/04/1954,TO,beatriz18@example.com,+55 (55) 9 3183-8897,35848.94,Hatch,Dinheiro
990,Agatha,F,15/09/1969,RO,joao-vitorda-paz@example.net,+55 39 9 5966-9859,42145.64,Minivan,Leasing
991,João Gabriel,M,19/02/2006,PB,emillynascimento@example.com,+55 70 9 0545-3249,35898.28,Médio,Boleto Bancário
992,Catarina,F,05/06/1953,MT,vicentecavalcanti@example.net,+55 (063) 93078 4805,35111.55,Conversível,Leasing
993,Marcelo,M,05/10/1989,SE,rbrito@example.net,+55 69 9 0617-7034,56320.0,SUV,Pix
994,Maria Helena,F,12/08/2005,PI,gabrielly87@example.net,+55 54 90143 7986,10515.97,Luxo,Leasing
995,Maria Alice,F,06/09/1950,DF,levi76@example.org,+55 (91) 9 2387 8625,18297.6,Van,Boleto Bancário
996,Theodoro,M,01/03/1955,RN,davi97@example.net,+55 43 9 8165 4080,16633.17,Sedan,Pix
997,Lucca,M,22/08/1962,AP,giovanna34@example.org,+55 96 92242-8152,19011.18,Picape,Pix
998,Heitor,M,08/03/1982,TO,ysiqueira@example.net,+55 50 9 3798 6183,10365.11,Esportivo,Cartão de Débito
999,Sophie,F,04/12/1993,GO,fariasana-vitoria@example.com,+55 56 98039 4869,51702.62,Médio,Cartão de Débito
1000,Clara,F,06/11/1977,PB,wcavalcanti@example.org,+55 84 97377 6352,55912.24,Hatch,Carteira Digital
